loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
1953,3,not graduate,yes,8000000,24400000,14,399,19100000,5400000,20600000,11600000,rejected,19100000,high,high
1954,1,not graduate,no,4600000,15200000,4,593,13800000,3800000,11700000,3900000,approved,13800000,mid,mid
1955,3,not graduate,yes,4900000,12700000,8,409,2000000,2500000,19300000,4700000,rejected,2000000,mid,mid
1956,4,not graduate,no,9500000,21300000,18,353,22900000,2300000,21400000,11100000,rejected,22900000,high,high
1957,5,graduate,yes,4500000,11600000,20,306,4800000,1900000,11900000,5700000,rejected,4800000,mid,mid
1958,2,graduate,yes,5900000,14200000,12,499,9200000,11600000,20200000,4400000,rejected,9200000,mid,mid
1959,4,graduate,no,4200000,14600000,6,324,6300000,5900000,11700000,3000000,rejected,6300000,mid,mid
1960,2,not graduate,yes,3300000,11300000,6,647,5100000,6000000,12800000,4400000,approved,5100000,low,mid
1961,2,graduate,yes,4900000,12600000,2,767,1100000,7400000,13000000,3800000,approved,1100000,mid,mid
1962,4,not graduate,no,5300000,10700000,12,821,15400000,10200000,17600000,2600000,approved,15400000,mid,mid
1963,4,not graduate,no,7200000,17700000,6,338,9900000,9300000,27800000,7200000,rejected,9900000,high,mid
1964,0,graduate,no,8400000,24300000,4,785,11900000,10100000,26600000,8500000,approved,11900000,high,high
1965,3,graduate,no,3800000,11800000,4,694,0,500000,8300000,5100000,approved,0,mid,mid
1966,0,not graduate,no,9900000,22300000,20,613,28400000,8900000,23600000,4900000,approved,28400000,high,high
1967,4,graduate,yes,2900000,8300000,10,318,8700000,4100000,10900000,2100000,rejected,8700000,low,low
1968,3,not graduate,yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000,approved,2800000,mid,mid
1969,2,not graduate,no,1700000,5300000,20,761,2500000,500000,3700000,1200000,approved,2500000,low,low
1970,4,graduate,yes,5300000,12000000,10,329,15300000,9300000,17300000,6100000,rejected,15300000,mid,mid
1971,5,not graduate,yes,7500000,15000000,14,661,12100000,5800000,29900000,4400000,approved,12100000,high,mid
1972,4,not graduate,no,400000,900000,18,339,700000,200000,800000,200000,rejected,700000,low,low
1973,1,graduate,yes,8300000,17700000,10,673,23700000,5300000,28700000,4200000,approved,23700000,high,mid
1974,3,graduate,no,4500000,16900000,18,748,8500000,7200000,15100000,6600000,approved,8500000,mid,mid
1975,3,graduate,no,4600000,10000000,4,702,6800000,1500000,16100000,4500000,approved,6800000,mid,mid
1976,4,not graduate,no,4700000,10300000,12,710,7500000,7700000,16900000,6600000,approved,7500000,mid,mid
1977,0,graduate,yes,900000,3500000,6,331,2400000,1400000,3500000,1100000,rejected,2400000,low,low
1978,1,not graduate,no,2400000,7600000,12,372,5700000,4400000,6600000,1400000,rejected,5700000,low,low
1979,0,not graduate,yes,3900000,9600000,10,783,9900000,2100000,10900000,3900000,approved,9900000,mid,mid
1980,0,graduate,no,8300000,31400000,18,558,13300000,2900000,25900000,6300000,approved,13300000,high,high
1981,4,graduate,yes,4700000,13000000,6,552,5600000,8300000,11900000,2400000,approved,5600000,mid,mid
1982,4,not graduate,no,3900000,10600000,20,544,4100000,3100000,10900000,4900000,rejected,4100000,mid,mid
1983,2,not graduate,no,400000,1000000,6,425,800000,300000,800000,200000,rejected,800000,low,low
1984,2,not graduate,yes,1700000,5100000,18,321,2000000,2800000,5100000,1500000,rejected,2000000,low,low
1985,2,graduate,yes,6100000,15500000,8,758,8900000,4000000,13300000,7200000,approved,8900000,mid,mid
1986,5,graduate,yes,7300000,19600000,10,373,10400000,4700000,19500000,10600000,rejected,10400000,high,high
1987,3,not graduate,yes,300000,500000,6,876,300000,100000,1100000,300000,approved,300000,low,low
1988,2,not graduate,no,4300000,14500000,10,594,11400000,700000,14000000,5300000,approved,11400000,mid,mid
1989,3,not graduate,no,7000000,18400000,18,837,2800000,7900000,15400000,5700000,approved,2800000,high,mid
1990,0,not graduate,yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000,approved,11100000,mid,mid
1991,4,graduate,no,6200000,12400000,20,547,14200000,10800000,17200000,8000000,rejected,14200000,mid,mid
1992,1,not graduate,no,4100000,15800000,12,431,9700000,7300000,15200000,5700000,rejected,9700000,mid,mid
1993,0,not graduate,yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000,approved,3300000,high,high
1994,4,not graduate,yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,approved,23200000,high,high
1995,0,not graduate,no,800000,2400000,2,716,700000,1200000,3100000,400000,approved,700000,low,low
1996,4,not graduate,no,2900000,11200000,10,744,6600000,4000000,7300000,1600000,approved,6600000,low,mid
1997,3,not graduate,no,8100000,21600000,4,740,22400000,3700000,16900000,9900000,approved,22400000,high,high
1998,0,graduate,no,9300000,20300000,14,759,27000000,11600000,26500000,10900000,approved,27000000,high,high
1999,4,graduate,yes,9200000,29400000,14,517,4900000,0,33500000,10100000,rejected,4900000,high,high
2000,3,not graduate,yes,3100000,6300000,18,895,2300000,3400000,10500000,4200000,approved,2300000,low,low
2001,3,not graduate,yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000,rejected,19900000,high,mid
2002,4,not graduate,no,3900000,8800000,14,527,4600000,4900000,14900000,3100000,rejected,4600000,mid,low
2003,3,graduate,no,5500000,19800000,14,853,7300000,3000000,15500000,3100000,approved,7300000,mid,high
2004,0,graduate,no,6600000,13700000,20,747,3600000,2400000,23900000,6000000,approved,3600000,mid,mid
2005,2,not graduate,no,9900000,31600000,16,892,4200000,17500000,31400000,12700000,approved,4200000,high,high
2006,4,graduate,yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000,approved,18800000,mid,high
2007,3,graduate,no,8600000,23600000,4,324,13800000,3800000,28500000,4300000,rejected,13800000,high,high
2008,5,graduate,no,7900000,28600000,12,812,12100000,14400000,30000000,11700000,approved,12100000,high,high
2009,5,graduate,yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,approved,3500000,mid,high
2010,4,graduate,no,700000,1800000,8,874,1600000,1000000,1300000,300000,approved,1600000,low,low
2011,2,not graduate,yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000,rejected,2400000,mid,mid
2012,5,graduate,yes,6900000,18300000,4,402,12600000,13100000,23200000,6100000,rejected,12600000,high,mid
2013,1,graduate,yes,3700000,12400000,12,330,3400000,1000000,10400000,2800000,rejected,3400000,mid,mid
2014,1,graduate,no,7900000,24000000,12,867,20500000,10000000,30700000,9400000,approved,20500000,high,high
2015,4,graduate,yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000,approved,18700000,high,high
2016,5,not graduate,yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,rejected,3000000,low,low
2017,4,not graduate,no,5800000,14200000,20,535,10200000,4000000,21100000,3400000,rejected,10200000,mid,mid
2018,1,graduate,yes,7400000,29500000,16,323,10000000,4400000,29400000,8100000,rejected,10000000,high,high
2019,1,graduate,no,8200000,25600000,4,686,2000000,5900000,17300000,4400000,approved,2000000,high,high
2020,0,not graduate,yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,rejected,6100000,low,mid
2021,4,graduate,yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000,rejected,1000000,mid,mid
2022,1,not graduate,no,5700000,19100000,12,649,9400000,10200000,16400000,4500000,approved,9400000,mid,high
2023,2,not graduate,no,9000000,31000000,14,670,21300000,5400000,31100000,12900000,approved,21300000,high,high
2024,3,graduate,no,5900000,14400000,10,408,2400000,5100000,23000000,3700000,rejected,2400000,mid,mid
2025,2,not graduate,no,5400000,11900000,6,303,15000000,9200000,15400000,6900000,rejected,15000000,mid,mid
2026,0,graduate,no,9800000,34800000,14,497,3000000,2200000,23800000,9600000,rejected,3000000,high,high
2027,4,graduate,yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000,approved,6500000,high,high
2028,4,not graduate,yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,rejected,10900000,mid,low
2029,0,not graduate,no,9500000,24400000,14,769,14400000,2400000,30800000,14200000,approved,14400000,high,high
2030,3,graduate,yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000,rejected,3800000,low,low
2031,1,graduate,no,1900000,6000000,20,540,1100000,1400000,4300000,1300000,rejected,1100000,low,low
2032,5,graduate,yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000,approved,9700000,mid,mid
2033,4,graduate,yes,1400000,2900000,6,723,3800000,0,4700000,1600000,approved,3800000,low,low
2034,5,not graduate,yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000,approved,8100000,low,mid
2035,1,graduate,yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000,rejected,2400000,low,low
2036,4,graduate,no,4500000,9900000,10,509,11100000,3100000,12200000,2700000,rejected,11100000,mid,mid
2037,3,not graduate,yes,9300000,23500000,16,728,3500000,9900000,27300000,9800000,approved,3500000,high,high
2038,2,graduate,no,6900000,18200000,20,396,15600000,4300000,22900000,5400000,rejected,15600000,high,mid
2039,0,not graduate,yes,3900000,8600000,2,667,4300000,6600000,13500000,2000000,approved,4300000,mid,low
2040,5,not graduate,no,3200000,7400000,12,583,9400000,5500000,10600000,3600000,approved,9400000,low,low
2041,1,not graduate,yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000,rejected,9700000,mid,high
2042,4,not graduate,yes,3700000,11900000,18,635,6100000,6400000,11200000,4700000,approved,6100000,mid,mid
2043,3,not graduate,no,8400000,27200000,12,604,21400000,8800000,23700000,4700000,approved,21400000,high,high
2044,0,not graduate,yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000,approved,3000000,mid,low
2045,4,graduate,no,3800000,8500000,10,416,6200000,4800000,14900000,4100000,rejected,6200000,mid,low
2046,3,graduate,no,3200000,8200000,8,311,4900000,5600000,10700000,1600000,rejected,4900000,low,low
2047,1,graduate,no,9700000,33900000,10,833,24600000,16200000,28300000,6600000,approved,24600000,high,high
2048,1,not graduate,yes,4300000,9400000,6,543,7400000,5200000,14800000,4200000,rejected,7400000,mid,low
2049,5,graduate,yes,8100000,20300000,18,751,1600000,7900000,31700000,7400000,approved,1600000,high,high
2050,5,not graduate,yes,9400000,23200000,14,885,16900000,1200000,34900000,4700000,approved,16900000,high,high
2051,4,not graduate,yes,8100000,19400000,6,346,7800000,9300000,29300000,4500000,rejected,7800000,high,high
2052,4,graduate,no,6500000,14500000,4,588,10300000,9500000,22800000,6400000,approved,10300000,mid,mid
2053,2,graduate,no,9400000,23100000,4,488,20100000,3500000,28600000,10900000,rejected,20100000,high,high
2054,1,not graduate,yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,approved,2100000,low,low
2055,3,not graduate,yes,8000000,25600000,6,337,8800000,500000,18900000,9800000,rejected,8800000,high,high
2056,1,graduate,no,4700000,9300000,8,515,1000000,4700000,14600000,5700000,rejected,1000000,mid,low
2057,2,graduate,yes,7600000,22300000,12,555,2100000,13800000,17700000,7100000,approved,2100000,high,high
2058,1,graduate,yes,6800000,27200000,2,702,4600000,2400000,27100000,6300000,approved,4600000,mid,high
2059,2,not graduate,yes,6600000,17000000,2,457,100000,1800000,23300000,6700000,rejected,100000,mid,mid
2060,2,graduate,no,8200000,27200000,10,425,11400000,4900000,29300000,4500000,rejected,11400000,high,high
2061,1,graduate,yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000,approved,2400000,mid,mid
2062,1,not graduate,no,8300000,29200000,6,877,13700000,9900000,31500000,9500000,approved,13700000,high,high
2063,0,graduate,no,9200000,36500000,14,522,10500000,5300000,22400000,13200000,rejected,10500000,high,high
2064,5,not graduate,yes,2700000,8700000,20,687,2600000,1200000,9000000,1300000,approved,2600000,low,low
2065,0,graduate,no,6100000,23600000,20,856,3300000,5200000,17700000,6400000,approved,3300000,mid,high
2066,4,not graduate,yes,9100000,33000000,8,543,15700000,14400000,19500000,11200000,rejected,15700000,high,high
2067,5,not graduate,yes,7600000,15400000,14,576,2300000,2800000,24500000,4700000,approved,2300000,high,mid
2068,2,not graduate,no,7200000,17000000,10,856,18100000,12700000,15800000,6000000,approved,18100000,high,mid
2069,0,graduate,yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,approved,3500000,low,low
2070,4,graduate,yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000,approved,18600000,mid,high
2071,5,graduate,no,8900000,35500000,16,480,17200000,11300000,25200000,4900000,rejected,17200000,high,high
2072,2,graduate,yes,5400000,14300000,14,477,10200000,700000,11100000,5500000,rejected,10200000,mid,mid
2073,0,graduate,no,300000,500000,2,885,200000,400000,700000,200000,approved,200000,low,low
2074,0,not graduate,no,8400000,19600000,18,530,17000000,3600000,24200000,12300000,rejected,17000000,high,high
2075,3,graduate,no,8300000,17200000,8,870,4700000,8800000,18300000,10000000,approved,4700000,high,mid
2076,4,not graduate,no,1700000,5600000,8,395,2700000,800000,3500000,2400000,rejected,2700000,low,low
2077,2,not graduate,no,1500000,4200000,16,771,2500000,800000,5700000,1100000,approved,2500000,low,low
2078,1,not graduate,yes,200000,500000,2,579,500000,100000,500000,100000,approved,500000,low,low
2079,1,graduate,yes,1000000,3700000,14,798,2000000,200000,3800000,1400000,approved,2000000,low,low
2080,3,not graduate,yes,8800000,25100000,8,473,17200000,600000,24400000,12400000,rejected,17200000,high,high
2081,0,graduate,yes,1000000,3200000,8,304,500000,600000,3700000,700000,rejected,500000,low,low
2082,0,not graduate,yes,8600000,23000000,14,678,18800000,16400000,22900000,12000000,approved,18800000,high,high
2083,5,graduate,yes,2400000,8900000,2,745,1700000,2000000,9200000,2100000,approved,1700000,low,low
2084,1,graduate,no,2400000,8900000,8,835,2400000,1200000,5500000,1100000,approved,2400000,low,low
2085,5,not graduate,yes,6000000,12100000,20,848,13900000,4800000,18000000,3600000,approved,13900000,mid,mid
2086,5,not graduate,no,7600000,16300000,18,872,5100000,1900000,20700000,5000000,approved,5100000,high,mid
2087,3,not graduate,no,8000000,20100000,10,608,9800000,15500000,26100000,5200000,approved,9800000,high,high
2088,0,graduate,yes,5400000,19500000,16,758,2600000,2700000,18300000,6000000,approved,2600000,mid,high
2089,0,not graduate,yes,1400000,3700000,4,841,3000000,1000000,4600000,1000000,approved,3000000,low,low
2090,0,not graduate,yes,800000,2600000,2,618,300000,1200000,2000000,500000,approved,300000,low,low
2091,4,graduate,yes,300000,1100000,4,457,700000,100000,1100000,400000,approved,700000,low,low
2092,0,graduate,no,4100000,14400000,4,844,2700000,6000000,9900000,4200000,approved,2700000,mid,mid
2093,2,not graduate,no,1500000,3800000,4,776,2800000,0,5300000,1400000,approved,2800000,low,low
2094,1,not graduate,no,4600000,13900000,8,520,13300000,6400000,9800000,2200000,rejected,13300000,mid,mid
2095,1,graduate,yes,3300000,7500000,12,648,6400000,1700000,8700000,1600000,approved,6400000,low,low
2096,4,not graduate,yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000,approved,16500000,high,high
2097,0,not graduate,no,8100000,26500000,20,342,5800000,5600000,23700000,5800000,rejected,5800000,high,high
2098,5,not graduate,no,900000,2800000,16,808,2100000,900000,3100000,800000,approved,2100000,low,low
2099,1,graduate,yes,4900000,15200000,10,429,5700000,7300000,14400000,3300000,rejected,5700000,mid,mid
2100,3,graduate,yes,6100000,18100000,14,538,11800000,4200000,16200000,7500000,rejected,11800000,mid,mid
2101,3,not graduate,no,4500000,16400000,6,533,1800000,5600000,12200000,3900000,rejected,1800000,mid,mid
2102,2,graduate,yes,2900000,7300000,8,394,7700000,2600000,7700000,4000000,rejected,7700000,low,low
2103,1,not graduate,no,7900000,29300000,2,771,17600000,12800000,20400000,4000000,approved,17600000,high,high
2104,5,graduate,yes,4100000,10100000,4,792,4400000,6100000,8600000,4900000,approved,4400000,mid,mid
2105,5,not graduate,yes,7700000,15500000,8,407,6500000,9100000,26300000,4600000,rejected,6500000,high,mid
2106,0,not graduate,no,5600000,19300000,18,544,6400000,2800000,19900000,6400000,rejected,6400000,mid,high
2107,5,graduate,no,9000000,18000000,18,509,24600000,5200000,20000000,6100000,rejected,24600000,high,mid
2108,4,not graduate,yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,rejected,17700000,mid,mid
2109,4,graduate,no,6900000,14700000,2,496,12000000,7000000,15500000,4000000,rejected,12000000,high,mid
2110,3,not graduate,no,9100000,27400000,18,652,8500000,7300000,31700000,6800000,approved,8500000,high,high
2111,2,graduate,yes,1100000,3700000,2,806,2700000,800000,2900000,500000,approved,2700000,low,low
2112,4,not graduate,no,1700000,4500000,12,821,3200000,1900000,4900000,1500000,approved,3200000,low,low
2113,5,graduate,yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000,approved,14300000,high,high
2114,2,not graduate,yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,approved,22400000,high,high
2115,5,not graduate,yes,5000000,10600000,6,839,12600000,8600000,19800000,3500000,approved,12600000,mid,mid
2116,3,graduate,no,2200000,6400000,2,318,1400000,2100000,4300000,1500000,rejected,1400000,low,low
2117,2,graduate,no,4500000,9600000,16,404,1800000,6000000,17000000,2700000,rejected,1800000,mid,mid
2118,5,not graduate,yes,4100000,9000000,6,581,6600000,1500000,11300000,3400000,approved,6600000,mid,low
2119,1,not graduate,no,2800000,6800000,18,596,7900000,400000,7300000,1500000,approved,7900000,low,low
