loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
14412448,2, Graduate, No,6839592,19728249,6,597,9052299,8091720,11648423,3368738, Approved
9261223,2, Graduate, Yes,4291556,8965943,4,353,2092038,4172350,11201827,9614068, Approved
5133411,1, Graduate, No,830543,5230516,14,393,243362,176047,2020316,2382165, Approved
7260768,3, Graduate, No,9327888,29839015,6,450,8167033,9349108,29297368,7292349, Rejected
2132109,1, Graduate, No,9825712,24741069,10,415,4752505,13879754,26057227,7621097, Approved
3004498,4, Graduate, Yes,8645096,28537105,14,356,20901076,6152975,22465993,8092073, Approved
11680499,5, Graduate, No,1211287,4511459,2,850,9132825,4718518,7844054,1977461, Approved
543159,4, Not Graduate, Yes,9195470,23548039,16,464,12151474,4280840,24646478,10607402, Approved
3189586,1, Graduate, Yes,1591596,4059103,10,333,8754572,716527,3814208,291149, Approved
2374147,5, Graduate, Yes,1092125,1777323,16,823,-15025,1930607,2767952,345657, Approved
1611541,0, Not Graduate, No,6998030,22528261,14,884,16377227,7611832,25456201,9264010, Approved
16147725,4, Not Graduate, No,687447,3514070,20,353,-40813,6306140,2601858,410128, Rejected
11724813,5, Graduate, Yes,5159942,7080410,16,332,8124996,493353,15785465,2933954, Rejected
16245624,3, Graduate, Yes,247963,690973,6,854,-50768,3376510,507819,198720, Approved
15238569,4, Graduate, No,2866043,9462480,20,886,3565794,1797679,12867878,4563538, Approved
304828,4, Not Graduate, Yes,7310187,20854180,10,579,5882021,6029976,25451714,6758150, Approved
14660280,5, Graduate, No,475085,1436496,12,403,1771748,5283217,1979479,1567805, Approved
11599467,4, Graduate, Yes,8671303,18967438,18,754,2806424,9700997,15299818,7141009, Approved
15239218,5, Graduate, No,3416682,13961764,16,673,871019,6373655,8875755,2730552, Approved
3626991,1, Graduate, Yes,1460207,9830145,6,725,1216317,1093639,3251102,2401896, Approved
8989619,3, Graduate, Yes,4674460,15169045,16,686,7917736,4142353,9764124,1707816, Approved
2250203,2, Graduate, No,721461,2733581,8,457,4394107,2507587,3956936,1317036, Approved
3740641,1, Graduate, Yes,6740402,15027349,14,330,3526166,6680161,13108940,3739601, Approved
5653068,3, Graduate, No,1224417,5034003,4,675,-12535,221668,3443146,508008, Approved
10781405,0, Graduate, Yes,5879765,15004664,16,498,3094383,1937158,6446656,3042594, Approved
9585266,1, Not Graduate, No,1101432,2810591,2,438,919487,1019736,2412248,202607, Rejected
14495999,5, Graduate, Yes,8817569,34138466,8,851,6419261,5644357,31883634,9595343, Approved
14575294,4, Graduate, Yes,9749155,35762423,14,457,20386728,7585919,32301319,11004605, Rejected
629552,0, Not Graduate, Yes,5573707,15747726,2,418,6880091,1742769,17968638,6295804, Approved
5609062,5, Graduate, No,7661766,21121096,14,853,12556072,6172672,13106258,5705074, Approved
3381300,2, Graduate, No,2455467,1819043,4,557,8811970,1254457,5655356,804972, Approved
4910015,3, Graduate, No,5036844,10723193,12,494,7155078,2209616,9261955,5492604, Approved
6805653,2, Not Graduate, No,3954129,9244909,20,591,4682985,483862,13742602,2167903, Rejected
7501685,2, Graduate, Yes,2867005,4613631,8,736,9541063,865754,3367794,1213732, Approved
8165105,3, Not Graduate, Yes,3551366,9671106,18,369,7620132,3747090,17617412,3192309, Approved
1698272,1, Not Graduate, Yes,7785820,18553252,18,473,12854283,6137594,24127915,7138637, Approved
12017415,3, Not Graduate, No,9419436,24404436,8,470,21366586,9035551,35048771,10862876, Rejected
10710268,2, Graduate, No,7804956,20432011,6,670,1728163,1568613,14454669,2764684, Approved
10851658,2, Not Graduate, Yes,819807,1779082,6,560,1867891,5202415,4111696,2882890, Approved
7388784,1, Graduate, No,6790141,11266319,4,527,1732740,519433,13029961,2278707, Rejected
12591512,0, Not Graduate, No,7408355,23982235,10,317,6876125,8089753,11769573,5632217, Rejected
11499610,2, Not Graduate, No,3778218,4720315,20,326,2080004,525393,7253560,1881126, Approved
2795362,1, Graduate, Yes,8034595,17999627,18,751,10268087,4414580,22619574,7168260, Approved
5099937,4, Not Graduate, Yes,9048465,28859499,16,663,16055364,4803696,31227433,10140097, Approved
11805427,1, Graduate, No,4417149,8599259,6,574,5821174,578670,5836264,4666268, Approved
15682317,4, Not Graduate, Yes,2600523,9628200,18,428,6003974,2774329,9725536,4481157, Rejected
11636465,4, Graduate, Yes,1352571,9826554,10,582,5010664,6591904,5810688,2271361, Rejected
6660764,5, Graduate, Yes,8992653,29447843,2,756,22109632,10488389,28457790,8923841, Approved
8545337,5, Not Graduate, Yes,7675940,19667738,20,576,3597772,7942069,21209604,6886503, Rejected
7558235,0, Graduate, Yes,9232564,33710878,8,593,16312345,15154971,33053100,12210884, Approved
9079731,4, Graduate, No,5791308,19690298,2,728,6054553,6658649,17377912,6116499, Approved
2751997,3, Graduate, Yes,9164250,28024758,8,706,15897959,3342462,29817300,10501807, Approved
11988200,0, Graduate, No,5955491,13629344,8,880,2914546,7478494,17956309,5776648, Approved
5786275,2, Not Graduate, Yes,8173840,25634663,8,817,26114886,10916664,21910572,10693102, Approved
3424048,5, Not Graduate, Yes,6840564,25305872,10,867,15994653,11924562,23844882,8067296, Rejected
16685911,4, Graduate, No,1213960,3756818,8,752,1108656,1314915,4434893,3163149, Rejected
14657124,3, Not Graduate, Yes,2548778,20778275,10,749,270077,7780871,13789733,4105044, Approved
3637437,1, Graduate, Yes,8620511,24853956,10,859,7702957,3516260,31373715,5976931, Approved
7696981,1, Not Graduate, Yes,9199562,36862927,16,541,16158866,12332279,31358088,6101831, Approved
12228456,2, Graduate, Yes,294306,671659,14,747,-94077,2619,812522,615871, Approved
15803077,2, Graduate, Yes,8861778,22839144,18,409,14380312,6401576,20271251,6379079, Rejected
15640440,5, Graduate, No,7102443,20577791,12,458,4736161,1875027,26582918,7809631, Rejected
6547349,4, Graduate, No,6981368,20342064,8,713,12163376,14620983,28371399,12203298, Rejected
13912604,4, Not Graduate, Yes,330946,1854864,8,302,84672,27576,684956,75832, Rejected
13417730,1, Not Graduate, Yes,9776075,28154908,6,625,10649298,11704860,36109067,13018537, Approved
9767362,1, Graduate, No,9237819,28943530,12,355,15817666,3733604,31419162,10220685, Rejected
5419287,2, Not Graduate, No,9263714,28228719,16,373,11800977,9841414,27407777,12385944, Rejected
2987887,4, Graduate, Yes,1754039,6600162,12,894,3559990,1161885,4322419,2656764, Approved
11663197,5, Graduate, No,6920481,19506328,10,886,22490078,9384190,19521487,3834400, Approved
2426895,0, Graduate, Yes,932008,2883383,16,547,2353973,10728591,3604861,2257710, Approved
11493563,1, Not Graduate, Yes,2422736,6745139,8,805,386872,3359085,14761281,3275043, Rejected
306926,4, Graduate, No,3816936,12928164,14,895,15861188,1483340,14240943,3695003, Approved
7646289,5, Not Graduate, Yes,748712,9111944,10,349,14608267,395243,7647516,5691694, Approved
4684564,2, Not Graduate, Yes,4189579,8727537,6,592,6419989,4072063,15106966,5624677, Rejected
14591818,0, Graduate, No,5900165,12592178,18,850,11366716,9736935,17160891,4359908, Approved
10570727,0, Graduate, Yes,7450296,23471231,6,877,4957027,9770748,9758511,7033041, Approved
15368880,4, Graduate, Yes,6737975,15308492,20,725,15786560,1581726,20343548,4484124, Rejected
12168850,4, Graduate, No,8212629,16601365,10,337,14338109,6298773,23859805,3952683, Rejected
10653094,1, Not Graduate, No,7948389,20159041,10,599,1814690,1013834,19917087,4927037, Approved
3845573,0, Not Graduate, Yes,8867398,21692241,6,521,6147746,5860321,21591952,5636808, Approved
8084274,4, Graduate, Yes,3121893,13628065,16,766,9963283,11842237,11541056,4558770, Approved
14974626,4, Not Graduate, No,690146,1671207,14,592,-74931,3006226,2096141,361278, Approved
7115978,4, Graduate, No,9403363,32919770,18,756,14240593,6746976,29544254,12161820, Rejected
4271704,1, Graduate, Yes,3304489,8008356,2,499,6170052,7620251,8382559,1768887, Approved
8800912,4, Not Graduate, Yes,1155802,5929049,16,660,5020536,1395369,1977559,731638, Rejected
8142592,0, Graduate, No,2485987,6243831,16,754,2390715,1991761,4483196,1474251, Rejected
12684652,2, Graduate, No,9352421,28239069,16,738,12597983,11096363,29955257,9721197, Approved
9051048,2, Graduate, No,4870819,14581276,4,569,5389934,13133676,18993290,4313969, Approved
8757624,3, Not Graduate, Yes,3523806,16078907,8,352,9261628,5082646,13734469,4331670, Rejected
11355836,4, Not Graduate, Yes,3976083,11089400,6,781,1569966,2079055,9393661,4164324, Approved
410015,4, Graduate, Yes,3644609,5421705,14,473,391119,10008645,3557927,1661365, Rejected
6349010,0, Graduate, Yes,3013967,7242195,4,809,2866392,64952,4271139,2048332, Approved
16100665,5, Graduate, Yes,7526189,13911448,2,344,5032810,2392645,17055122,4550322, Rejected
11674158,4, Graduate, No,4652166,10938126,4,639,2900065,7599431,12465580,4628730, Rejected
12434471,2, Graduate, No,9509924,35056325,4,516,19055284,7604768,31756547,11474527, Approved
11131228,5, Graduate, No,6907999,15118322,16,376,8525716,6325191,19060258,10221864, Rejected
16683631,0, Graduate, Yes,538762,2985758,12,801,3574618,1529405,3237456,656409, Approved
7653552,4, Graduate, Yes,5739423,13745330,6,454,2264608,3903428,16774828,6146196, Rejected
7666364,3, Graduate, Yes,8925873,19021478,20,400,2373053,3239109,23178832,7370696, Rejected
13321571,2, Graduate, Yes,5516031,11267736,20,603,3426842,2031562,11751950,3992601, Rejected
1214323,3, Graduate, Yes,9853107,37575287,4,519,13568255,12798488,33399614,9605699, Rejected
10221319,3, Not Graduate, No,7307396,19209191,4,858,5045896,3717347,23572338,5354283, Approved
11468963,4, Graduate, Yes,8787623,27366255,8,342,5408211,3929754,26683622,8390048, Approved
11910968,4, Not Graduate, Yes,2186310,1794900,6,737,4113318,1555673,1362969,2544098, Rejected
6009767,0, Graduate, Yes,8804228,32275654,20,619,14835353,10662624,28803306,10309408, Approved
2810276,3, Graduate, Yes,3078111,6745138,10,474,6858717,6093477,6710957,4206275, Approved
8259114,1, Not Graduate, No,7866689,22427119,2,491,6068870,11116617,30769663,12159439, Approved
13156345,3, Graduate, No,9415840,31350048,6,576,17429674,16482966,32912828,11248332, Approved
678008,1, Graduate, No,5734575,13983495,8,760,7015654,5450320,15275105,3908924, Approved
4391139,2, Graduate, Yes,1903846,2483389,8,463,3691754,1336854,3098934,973652, Rejected
15600903,0, Not Graduate, Yes,1752757,1977500,10,762,42694,1100632,1627131,1601122, Approved
12760466,0, Not Graduate, Yes,5089812,16032183,6,513,7742454,2770510,25447413,7305161, Rejected
2409033,4, Graduate, Yes,1955827,2099521,10,392,1260849,5913674,6273722,2878455, Rejected
4945332,5, Graduate, Yes,1304191,5832604,14,572,3595658,852136,6393816,1578076, Approved
11733592,3, Graduate, No,6254818,24397504,18,347,5726425,6865039,28267694,7498894, Rejected
2278601,5, Not Graduate, Yes,3159448,4550896,12,541,4225239,56057,5256454,535581, Rejected
11737542,4, Graduate, Yes,7818845,17584013,10,610,12213210,4800231,22660541,4581156, Approved
6040163,1, Graduate, Yes,4929401,13520242,18,805,9395655,4927460,15628039,4245005, Approved
13693017,4, Graduate, Yes,6857502,7134293,20,368,1902586,2642869,12864535,2247128, Rejected
8160301,3, Not Graduate, Yes,3641753,9225673,8,758,9136661,5017365,12834016,3806554, Approved
10060117,3, Not Graduate, Yes,8555175,19167734,16,333,7769017,7154303,20985756,7159006, Rejected
3840113,2, Not Graduate, No,4706927,9836522,2,454,2184470,4631837,10618914,4419669, Rejected
10487250,1, Graduate, No,3770176,9377355,14,560,3652663,1055780,3095139,2233606, Approved
5208476,0, Not Graduate, No,3589066,6326747,10,605,4016402,43702,5277532,2311908, Approved
4512661,4, Graduate, No,1806340,7524234,2,464,620608,4781612,7394260,1229048, Approved
3961763,3, Graduate, Yes,3581160,6070955,8,718,2431445,272287,6600023,1225875, Approved
614764,4, Graduate, Yes,3600793,12628769,10,565,9604199,6415002,6159461,1203013, Rejected
6888780,5, Not Graduate, No,1731714,12371763,4,611,1706247,851389,5316457,2306589, Approved
13503125,1, Graduate, No,9332670,28995479,14,363,13465719,2448326,27664119,8753563, Rejected
11637130,1, Not Graduate, No,2976720,6867754,14,781,2270954,3216873,5706143,891410, Approved
9194046,2, Graduate, No,4612076,7908716,6,882,3388547,319672,10042413,4054338, Rejected
14764521,3, Graduate, No,6619267,13853474,4,515,5038052,4527323,17497479,5717522, Approved
7219372,0, Not Graduate, No,4363636,11928889,12,575,19695127,3465568,9599413,1765023, Approved
3159202,4, Not Graduate, No,679747,5729987,10,559,-23483,340179,6510645,4119822, Rejected
7505520,3, Not Graduate, No,6309200,11815550,18,776,16966538,1989563,19038088,2376981, Approved
849550,4, Graduate, No,8885866,24938794,6,721,20507201,15167767,21576534,7094361, Rejected
13199196,5, Not Graduate, No,1291887,7568252,8,691,5344161,1493617,5287875,2468429, Approved
4065025,3, Graduate, No,7163486,15583928,10,667,75480,7130316,16581820,5760383, Approved
12646419,2, Not Graduate, No,5157788,22511121,4,822,4362278,1299024,13933807,5095821, Rejected
16391755,5, Not Graduate, Yes,3541243,6265738,2,487,9902,19920,9851289,291208, Approved
12638073,4, Not Graduate, No,9248003,24841150,6,358,13443162,6453493,29442599,8985522, Rejected
16422760,2, Not Graduate, No,3924901,23073737,18,761,11551882,5722730,16696579,1534948, Approved
9543134,3, Graduate, No,2203438,7380014,4,790,5034557,2023810,7205637,5501651, Approved
10373403,3, Graduate, Yes,6434299,23013761,12,883,18735423,7495792,17936342,5609120, Approved
4926622,4, Not Graduate, Yes,2515564,5570521,12,406,833820,1541367,3502419,2228371, Rejected
6605818,4, Graduate, No,4976912,16286030,10,607,808811,2450518,18660426,2973547, Approved
6572367,5, Graduate, Yes,1700523,4545076,4,658,276382,33193,4975861,1741245, Approved
505623,0, Not Graduate, No,9888659,37357732,20,360,17352366,10817513,34807192,14700000, Rejected
7836069,0, Graduate, Yes,2013129,5727545,10,552,1565522,8112306,9009881,3722086, Approved
12192231,2, Not Graduate, No,2918682,11989279,4,367,8856384,9594104,11540563,4713445, Approved
11628767,0, Graduate, Yes,9330037,32500537,2,723,8547615,10330709,30148756,11125516, Approved
5279420,1, Graduate, No,1765648,6203299,6,584,1189652,347490,6710587,1951910, Rejected
9897577,3, Not Graduate, No,5449481,16728947,16,640,3276278,7290207,11382286,5068037, Approved
5290212,4, Graduate, No,2582147,15265463,10,701,7469136,9140925,12102688,3759717, Rejected
4608114,5, Graduate, No,9176517,33397855,6,329,14587964,7078835,31166807,9404363, Rejected
16519642,4, Not Graduate, No,6598705,23849798,6,585,2272325,2782004,23032719,7580456, Rejected
15056634,3, Not Graduate, Yes,1796040,4510641,18,535,1000218,4038315,6382019,2016277, Approved
14212249,4, Graduate, Yes,8463076,21723634,20,764,1694097,5354624,20949014,8873055, Approved
13286722,2, Graduate, No,470203,3855615,14,669,5130263,340439,1842714,1496257, Approved
13524570,2, Graduate, No,5494087,9298798,14,771,2460660,4186417,13817699,1890525, Approved
13191527,0, Not Graduate, Yes,5705394,10777185,12,802,1876628,3196978,5886865,5934435, Approved
4275263,4, Not Graduate, No,6860522,10368446,10,487,4514315,2344384,10988545,6097408, Rejected
44863,1, Graduate, No,7338092,19492587,6,317,14525367,3656516,25174286,7075477, Rejected
1606853,3, Graduate, Yes,2532083,1449932,6,388,7225486,505446,2885913,597148, Approved
15951625,5, Not Graduate, Yes,5412353,14319113,6,680,13626305,6704934,12653257,5132429, Approved
1152012,2, Graduate, Yes,8114407,19449578,16,696,15353781,9240401,31716863,7827178, Approved
8946358,4, Graduate, Yes,6942583,12914209,14,324,9319554,13420254,19188482,8541583, Approved
12944380,4, Graduate, Yes,817067,4195181,16,573,348329,1464301,3379071,1242572, Approved
9066833,4, Not Graduate, No,9019231,32522207,20,651,20055584,5229045,28853197,8735610, Approved
2749530,4, Not Graduate, No,7528335,29014405,14,333,18409060,11149546,30626084,4506999, Approved
5339515,0, Not Graduate, Yes,4396233,16851688,20,748,1619424,9329622,18373096,3965478, Approved
14210118,0, Not Graduate, Yes,3291821,6836807,8,416,11433066,1551339,3699205,2475076, Rejected
15677065,2, Graduate, Yes,7271313,17519761,14,303,10646087,6008569,15356275,2972565, Rejected
1931123,5, Graduate, Yes,7987919,26714983,12,518,21725250,3638788,28166641,11168481, Approved
12646573,0, Graduate, Yes,6616607,13598816,18,724,7592559,16959038,11913888,4855078, Approved
452142,5, Not Graduate, Yes,4178921,8129436,4,567,7385591,3971812,8240674,1871707, Approved
13982410,4, Not Graduate, No,4326101,18335410,8,869,12169680,133239,10962558,691979, Approved
11781439,1, Not Graduate, No,2765127,6512686,2,467,578579,270606,3123418,411097, Rejected
10132540,3, Not Graduate, No,2723160,6100356,10,427,989593,1048739,8375599,2632228, Approved
967240,1, Graduate, Yes,356308,851624,12,319,2713442,49621,1061827,141566, Rejected
4834256,5, Not Graduate, No,3369110,5720281,14,735,1872563,194194,6178477,2889375, Approved
9259103,1, Graduate, No,8985392,25402152,18,324,19916997,12950048,22067707,8112413, Rejected
12334664,4, Graduate, No,7344708,19424866,14,601,16858443,6032328,17460222,6581013, Rejected
3599281,5, Graduate, Yes,2229069,5705654,6,494,1681800,736208,5693192,2342011, Approved
14496737,5, Not Graduate, Yes,457584,2430355,18,698,2890204,358635,2610022,606406, Approved
5874227,3, Not Graduate, Yes,3761306,12251844,2,385,2636209,1852617,11558608,2909907, Rejected
10483321,3, Not Graduate, Yes,7923906,20236740,18,659,5736654,1641835,20022696,3407331, Rejected
3148758,1, Graduate, Yes,5439874,23019416,2,861,15420076,6054023,17782821,3165210, Approved
16348645,0, Graduate, Yes,1525899,3546012,4,408,938667,194432,4053374,2119835, Approved
14322132,4, Graduate, No,8865588,26195030,20,323,8616342,13425486,32388003,11002830, Approved
